,glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
22568,Glc(a1-1)Fruf,Metschnikowia_reukaufii,Metschnikowia,Metschnikowiaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31576667/
22569,Glc(a1-2)[Glc(a1-3)]Fruf,Metschnikowia_reukaufii,Metschnikowia,Metschnikowiaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31576667/
22570,Glc(a1-2)[Glc(a1-6)]Fruf,Metschnikowia_reukaufii,Metschnikowia,Metschnikowiaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31576667/
22571,Glc(a1-3)Glc(a1-2)Fruf,Metschnikowia_reukaufii,Metschnikowia,Metschnikowiaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31576667/
22572,Glc(a1-4)Glc(a1-2)Fruf,Metschnikowia_reukaufii,Metschnikowia,Metschnikowiaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31576667/
22573,Glc(a1-6)Glc(a1-2)Fruf,Metschnikowia_reukaufii,Metschnikowia,Metschnikowiaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31576667/
22574,Glc6Ac(b1-2)Glc1Ole6Ac,Meyerozyma_guilliermondii,Meyerozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/29672689/
22575,Man(a1-2)Man(a1-2)Man(a1-2)Man,Meyerozyma_guilliermondii,Meyerozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,
22576,Man(b1-2)Man(a1-2)Man(a1-2)Man(a1-2)Man,Meyerozyma_guilliermondii,Meyerozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,
22577,Man(b1-2)Man(b1-2)Man(a1-2)Man(a1-2)Man(a1-2)Man,Meyerozyma_guilliermondii,Meyerozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,
22578,Man(b1-2)Man(b1-2)Man(a1-3)Man,Meyerozyma_guilliermondii,Meyerozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,
22579,6dTal(a1-3)[Man(a1-6)]Galf(b1-3)GlcNAc(a1-6)Galf(b1-3)6dTal,Microbacterium_arborescens,Microbacterium,Microbacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,
22580,Fruf(b2-6)[Fruf(b2-1)]Fruf(b2-6)Fruf(b2-6)Fruf,Microbacterium_laevaniformans,Microbacterium,Microbacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23919238/
22581,Ribf(b1-4)Gal(b1-3)Ribf,Microbulbifer_sp,Microbulbifer,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22582,Glc(a1-1)Glc,Micrococcus_luteus,Micrococcus,Micrococcaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/25970073/
22583,ManNAcA(b1-6)Glc(a1-4)ManNAcA,Micrococcus_luteus,Micrococcus,Micrococcaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,
22584,Fuc(a1-3)[Gal(b1-4)]Glc1Cer,Microcosmus_sulcatus,Microcosmus,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Animalia,Eukarya,https://chemistry-europe.onlinelibrary.wiley.com/doi/full/10.1002/ejoc.200390114
22585,Gal(b1-4)Glc1Cer,Microcosmus_sulcatus,Microcosmus,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Animalia,Eukarya,https://chemistry-europe.onlinelibrary.wiley.com/doi/full/10.1002/ejoc.200390114
22586,Glc1Cer,Microcosmus_sulcatus,Microcosmus,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Animalia,Eukarya,https://chemistry-europe.onlinelibrary.wiley.com/doi/full/10.1002/ejoc.200390114
22587,Glc(a1-6)Glc(b1-1)Gal-ol,Micromonospora_sp,Micromonospora,Micromonosporaceae,Actinomycetales ,Actinobacteria,Actinobacteria,Bacteria,Bacteria,
22588,Glc(a1-6)Glc(b1-6)Gal-ol,Micromonospora_sp,Micromonospora,Micromonosporaceae,Actinomycetales ,Actinobacteria,Actinobacteria,Bacteria,Bacteria,
22589,[Man(a1-2)]Man(a1-6)Man(a1-6)Man,Microsporum_canis,Microsporum,Arthrodermataceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
22590,[Man(a1-2)]Man(a1-6)Man(a1-6)Man(a1-6)[Man(a1-2)]Man(a1-6)Man(a1-6)Man,Microsporum_canis,Microsporum,Arthrodermataceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
22591,Glc(a1-4)Glc(a1-4)Glc(a1-6)Glc,Microstroma_bacarum,Microstroma,Microstromataceae,Microstromatales,Exobasidiomycetes,Basidiomycota,Fungi,Eukarya,
22592,Gal(a1-2)[Gal(b1-3)]Galf(b1-6)[Rha(a1-4)GlcA(a1-2)]Galf(b1-6)Galf,Microthecium_ciliatum,Microthecium,Ceratostomataceae,Melanosporales,Sordariomycetes,Ascomycota,Fungi,Eukarya,
22593,[Gal(a1-2)][Gal(b1-3)]Galf(b1-6)Galf,Microthecium_ciliatum,Microthecium,Ceratostomataceae,Melanosporales,Sordariomycetes,Ascomycota,Fungi,Eukarya,
22594,[Rha(a1-4)GlcA(a1-2)]Galf(b1-6)Galf,Microthecium_ciliatum,Microthecium,Ceratostomataceae,Melanosporales,Sordariomycetes,Ascomycota,Fungi,Eukarya,
22595,Gal(b1-4)Glc-ol,Microtus_montebelli,Microtus,Cricetidae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/2193815/
22596,Gal(b1-4)Glc-ol,Microtus_pennsylvanicus,Microtus,Cricetidae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/14252166/
22597,Gal(a1-6)Man(b1-4)Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22598,Gal(a1-6)Man(b1-4)Man(b1-4)Man(b1-4)Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22599,Gal(a1-6)Man(b1-4)Man(b1-4)[Gal(a1-6)]Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22600,Gal(a1-6)Man(b1-4)[Gal(a1-6)]Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22601,Man(b1-4)Man(b1-4)Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22602,Man(b1-4)Man(b1-4)Man(b1-4)Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22603,Man(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22604,Man(b1-4)Man(b1-4)Man(b1-4)[Gal(a1-6)]Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22605,Man(b1-4)Man(b1-4)[Gal(a1-6)]Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22606,Man(b1-4)[Gal(a1-6)]Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22607,Man(b1-4)[Gal(a1-6)]Man(b1-4)Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22608,Man(b1-4)[Gal(a1-6)]Man(b1-4)[Gal(a1-6)]Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22609,[Gal(a1-6)]Man(b1-4)Man,Mimosa_scabrella,Mimosa,Fabaceae,Fabales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22610,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,MinkCellFocusForming_Virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,Artverviricota,Pararnavirae,Virus,https://pubmed.ncbi.nlm.nih.gov/2174368/
22611,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,MinkCellFocusForming_Virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,Artverviricota,Pararnavirae,Virus,https://pubmed.ncbi.nlm.nih.gov/2174368/
22612,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,MinkCellFocusForming_Virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,Artverviricota,Pararnavirae,Virus,https://pubmed.ncbi.nlm.nih.gov/2174368/
22613,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,MinkCellFocusForming_Virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,Artverviricota,Pararnavirae,Virus,https://pubmed.ncbi.nlm.nih.gov/2174368/
22614,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,MinkCellFocusForming_Virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,Artverviricota,Pararnavirae,Virus,https://pubmed.ncbi.nlm.nih.gov/2174368/
22615,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,MinkCellFocusForming_Virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,Artverviricota,Pararnavirae,Virus,https://pubmed.ncbi.nlm.nih.gov/2174368/
22616,Gal(b1-4)Glc-ol,Mirounga_angustirostris,Mirounga,Phocidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/3653340/
22617,Kdn(a2-3)[Kdn(a2-6)]GalNAc,Misgurnus_anguillicaudatus,Misgurnus,Cobitidae,Cypriniformes,Actinopterygii,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/7798209/
22618,Kdn(a2-6)GalNAc,Misgurnus_anguillicaudatus,Misgurnus,Cobitidae,Cypriniformes,Actinopterygii,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/7798209/
22619,Fruf(b2-6)Glc(a1-2)Fruf,Moesziomyces_antarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,
22620,Fruf(b2-6)Glc(a1-2)FrufOLau,Moesziomyces_antarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,
22621,Glc6Ac(b1-2)Glc1Ole(b1-4)Glc6Ac,Moesziomyces_antarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,
22622,Glc6Ac(b1-2)Glc1Ole6Ac(b1-4)Glc6Ac,Moesziomyces_antarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,
22623,Glc6AcOP(b1-2)GlcOP1Ole(b1-4)Glc6AcOP,Moesziomyces_antarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,
22624,GlcOP(b1-2)GlcOP1Ole(b1-4)GlcOP,Moesziomyces_antarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,
22625,Man4Ac6Ac(b1-4)Ery-ol,Moesziomyces_antarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/29154479/
22626,Man(b1-4)Ery-ol,Moesziomyces_aphidis,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31175524/
22627,Man4Ac(b1-4)Ery-ol,Moesziomyces_aphidis,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31175524/
22628,Man4Ac6Ac(b1-4)Ery-ol,Moesziomyces_aphidis,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31175524/
22629,Man6Ac(b1-4)Ery-ol,Moesziomyces_aphidis,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31175524/
22630,Man4Ac(b1-4)Ery-ol,Moesziomyces_parantarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31175524/
22631,Man4Ac6Ac(b1-4)Ery-ol,Moesziomyces_parantarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31175524/
22632,Man6Ac(b1-4)Ery-ol,Moesziomyces_parantarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31175524/
22633,Xyl(b1-2)Man(b1-4)GlcNAc(b1-4)GlcNAc,Momordica_charantia,Momordica,Cucurbitaceae,Cucurbitales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1368729/
22634,Xyl(b1-2)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Momordica_charantia,Momordica,Cucurbitaceae,Cucurbitales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1368729/
22635,Xyl(b1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Momordica_charantia,Momordica,Cucurbitaceae,Cucurbitales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1368729/
22636,Xyl(b1-4)[Glc(b1-6)]Glc,Momordica_charantia,Momordica,Cucurbitaceae,Cucurbitales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22637,Gal(b1-2)[Rha(a1-3)]GlcA,Momordica_cochinchinensis,Momordica,Cucurbitaceae,Cucurbitales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22638,Xyl(b1-2)Ara(a1-3)GlcA,Momordica_cochinchinensis,Momordica,Cucurbitaceae,Cucurbitales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22639,Xyl(b1-2)Xyl(b1-3)GlcA,Momordica_cochinchinensis,Momordica,Cucurbitaceae,Cucurbitales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22640,Xyl(b1-2)[Xyl(b1-3)]GlcA,Momordica_cochinchinensis,Momordica,Cucurbitaceae,Cucurbitales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22641,Xyl(b1-3)Glc(b1-3)[Xyl(b1-4)]Rha(a1-2)Fuc,Momordica_cochinchinensis,Momordica,Cucurbitaceae,Cucurbitales,Dicotyledons,Angiosperms,Plantae,Eukarya,
22642,Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-2)Man,Monilinia_albicans,Monilinia,Sclerotiniaceae,Helotiales,Ascomycetes,Ascomycota,Fungi,Eukarya,
22643,Man(b1-2)Man(b1-2)Man(b1-2)ManOP,Monilinia_albicans,Monilinia,Sclerotiniaceae,Helotiales,Ascomycetes,Ascomycota,Fungi,Eukarya,
22644,[Glc(b1-6)]Glc(b1-3)Glc,Monilinia_fructicola,Monilinia,Sclerotiniaceae,Helotiales,Ascomycetes,Ascomycota,Fungi,Eukarya,
22645,[Glc(b1-6)]Glc(b1-3)Glc,Monilinia_fructigena,Monilinia,Sclerotiniaceae,Helotiales,Ascomycetes,Ascomycota,Fungi,Eukarya,
22646,Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-2)Man,Monilinia_stellatoidea,Monilinia,Sclerotiniaceae,Helotiales,Ascomycetes,Ascomycota,Fungi,Eukarya,
22647,Man(b1-2)Man(b1-2)Man(b1-2)ManOP,Monilinia_stellatoidea,Monilinia,Sclerotiniaceae,Helotiales,Ascomycetes,Ascomycota,Fungi,Eukarya,
22648,Glc(a1-4)Glc(a1-4)Glc,Moniliophthora_perniciosa,Moniliophthora,Marasmiaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/28278657/
22649,Gal(a1-3)Gal,Monoclea_gottschei,Monoclea,Monocleaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,Eukarya,gwb
22650,GlcA(?1-?)GlcA,Monoclea_gottschei,Monoclea,Monocleaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,Eukarya,
22651,Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-4)Glc-ol,Monodelphis_domestica,Monodelphis,Didelphidae,Didelphimorphia,Mammalia,Chordata,Animalia,Eukarya,https://www.jstor.org/stable/30156200
22652,Gal(b1-3)Gal(b1-3)Gal(b1-4)Glc-ol,Monodelphis_domestica,Monodelphis,Didelphidae,Didelphimorphia,Mammalia,Chordata,Animalia,Eukarya,https://www.jstor.org/stable/30156200
22653,Gal(b1-3)Gal(b1-4)Glc-ol,Monodelphis_domestica,Monodelphis,Didelphidae,Didelphimorphia,Mammalia,Chordata,Animalia,Eukarya,https://www.jstor.org/stable/30156200
22654,Gal(b1-4)Glc-ol,Monodelphis_domestica,Monodelphis,Didelphidae,Didelphimorphia,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1769214/
22655,Gal(b1-6)Gal(b1-6)Gal,Monodonta_labio,Monodonta,Trochidae,Trochida,Gastropoda,Mollusca,Animalia,Eukarya,
22656,Gal(b1-6)Gal(b1-6)Gal(b1-6)Gal(b1-6)Gal,Monodonta_labio,Monodonta,Trochidae,Trochida,Gastropoda,Mollusca,Animalia,Eukarya,
22657,Gal(b1-6)Gal(b1-6)Gal(b1-6)Gal(b1-6)Gal(b1-6)Gal,Monodonta_labio,Monodonta,Trochidae,Trochida,Gastropoda,Mollusca,Animalia,Eukarya,
22658,Gal1Cer6Aep,Monodonta_labio,Monodonta,Trochidae,Trochida,Gastropoda,Mollusca,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/422541/
22659,Glc1Cer,Moorea_producens,Moorea,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27005610/
22660,Gal(a1-4)Gal(b1-4)Glc(b1-4)[Glc(a1-2)]Glc(a1-2)Glc(b1-6)[Glc(a1-2)Glc(b1-4)]Glc(a1-5)Kdo,Moraxella_bovis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.sciencedirect.com/science/article/pii/S0008621518302672
22661,Glc(a1-2)Glc(a1-2)Glc(b1-6)[Glc(a1-2)Glc(b1-4)]Glc(a1-5)Kdo,Moraxella_bovis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26774874/
22662,Glc(b1-4)[Glc(b1-6)]Glc(a1-5)Kdo,Moraxella_bovis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26774874/
22663,GlcA(b1-3)GalNAc(b1-4)GlcA,Moraxella_bovis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.sciencedirect.com/science/article/pii/S0008621518302672
22664,Man(a1-6)Glc(b1-4)[Glc(b1-3)][Glc(b1-6)]Glc(a1-5)Kdo,Moraxella_bovoculi,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/33839496/
22665,Man(a1-6)Man(a1-6)Glc(b1-4)[Glc(b1-3)][Glc(b1-6)]Glc(a1-5)Kdo,Moraxella_bovoculi,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/33839496/
22666,Gal(a1-4)Gal(a1-4)Glc(a1-2)Glc(b1-6)[GlcNAc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://academic.oup.com/femsre/article/42/3/388/4935162
22667,Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-4)[Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)][Glc(b1-3)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26774874/
22668,Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)[Gal(b1-4)Glc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)Kdo(a2-?)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23720461/
22669,Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)[Gal(b1-4)GlcNAc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22670,Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)[Glc(b1-3)][Glc(b1-4)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22671,Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)[GlcNAc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22672,Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)[GlcNAc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)[Kdo(a2-4)]Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22673,Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)[GlcNAc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)[Kdo(a2-8)]Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22674,Gal(a1-4)Gal(b1-4)GlcNAc(a1-2)Glc(b1-4)[Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)][Glc(b1-3)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22675,Gal(b1-4)Glc(a1-2)Glc(b1-4)[Gal(b1-4)Glc(a1-2)Glc(b1-6)][Glc(b1-3)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://academic.oup.com/femsre/article/42/3/388/4935162
22676,Gal(b1-4)Glc(a1-2)Glc(b1-6)[Gal(b1-4)Glc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22677,Gal(b1-4)Glc(a1-2)Glc(b1-6)[GlcNAc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22678,Gal(b1-4)GlcNAc(a1-2)Glc(b1-4)[Gal(b1-4)Glc(a1-2)Glc(b1-6)][Glc(b1-3)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22679,GalNAc(b1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)[GlcNAc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22680,Glc(a1-2)Glc(b1-6)[Glc(b1-3)][Glc(b1-4)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22681,Glc(a1-2)Glc(b1-6)[GlcNAc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)Kdo,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
22682,Glc(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23720461/
